"UniqueID","Probability1"
12021,0.650984585009404
12022,0.744362899805509
12023,0.728249580274797
12026,0.709788402081011
12027,0.69961221160482
12028,0.273992581090407
12030,0.820622712215321
12032,0.309893268610141
12033,0.387551019239363
12034,0.444031033700599
12036,0.274093550833412
12037,0.443944808116896
12039,0.434354712768057
12040,0.183055
12041,0.372353272366053
12042,0.431739355105678
12043,0.163563003663004
12045,0.311876728985422
12046,0.401753084914517
12047,0.0987449685859555
12048,0.658464382989202
12049,0.739706045548654
12051,0.402573383130312
12052,0.230771134910094
12053,0.22316993554411
12055,0.626209624649292
12056,0.534165339303091
12059,0.446104248456857
12060,0.35363931130373
12061,0.772791515634124
12062,0.780097194486862
12064,0.314593268610141
12065,0.461005277166709
12066,0.273346686218351
12067,0.550186593628026
12068,0.671549325278119
12069,0.166035695493136
12070,0.177981657191532
12071,0.32543033639491
12072,0.571161330002762
12073,0.221239241715644
12074,0.378906668345857
12075,0.390535439848355
12076,0.796706045548654
12079,0.407947165553823
12081,0.484892562843534
12082,0.713512171529854
12085,0.173547245394275
12086,0.32543033639491
12090,0.610060229555222
12091,0.848651111111111
12092,0.282761583265679
12094,0.677792871766812
12095,0.359264923193261
12096,0.514611273234674
12099,0.274435538449832
12102,0.715971555032824
12103,0.32085
12104,0.24865
12105,0.826774299516908
12106,0.270461611917494
12107,0.842788585231194
12108,0.203916313372177
12109,0.378992945942946
12110,0.396324058674059
12111,0.410380757285089
12112,0.290397221030621
12113,0.482697833690155
12114,0.658464382989202
12115,0.300063861929045
12116,0.685064716264549
12117,0.252267144075021
12118,0.704713260555869
12119,0.26962246461749
12121,0.69247847785491
12122,0.383510220554486
12123,0.811119898362507
12125,0.709130849727069
12126,0.713512171529854
12127,0.432346060272943
12128,0.181047438109725
12129,0.718194645837255
12130,0.643694212936822
12134,0.705135115252798
12135,0.260744011544012
12138,0.429316695405197
12139,0.778234911198502
12142,0.249877226522252
12143,0.293684023152182
12144,0.146667143947638
12145,0.685859577924628
12147,0.671922625265234
12150,0.287232519157042
12151,0.705902163450408
12154,0.514003726669351
12155,0.28851993554411
12157,0.52348198146459
12160,0.402573383130312
12161,0.685064716264549
12162,0.239858900347423
12164,0.362421738894179
12165,0.243582124738007
12166,0.825274299516908
12167,0.480620217325842
12168,0.595199921906215
12174,0.339874227978238
12175,0.212631103453788
12177,0.791943347135956
12179,0.200651164695216
12180,0.406571827745851
12182,0.236486602210777
12183,0.402617134661281
12184,0.362421738894179
12185,0.412953543841779
12187,0.324216946174493
12188,0.424883163984489
12189,0.446020687415216
12190,0.648652773193769
12191,0.294529814386735
12192,0.284648315018315
12193,0.235258096805983
12194,0.444206374795794
12196,0.644867041969566
12197,0.288130952380952
12199,0.312100580094819
12200,0.295932102189031
12201,0.768660624303233
12202,0.309434598373762
12203,0.261980290018281
12205,0.666921547500341
12206,0.516233346504537
12207,0.341656774867644
12208,0.45713429875811
12211,0.387026554034751
12212,0.262529199643632
12214,0.310277722528368
12215,0.778551283643892
12217,0.372569968949603
12218,0.228371134910094
12219,0.332555971479501
12220,0.266917607701522
12222,0.350437677157724
12224,0.380078619429884
12225,0.255473828747071
12226,0.421574552060614
12227,0.708110164159719
12228,0.422883362004286
12229,0.678219104711714
12230,0.284198559618696
12234,0.772921772059827
12235,0.227862573376116
12237,0.796415289246133
12238,0.25765
12239,0.475074626231652
12241,0.269738993910659
12242,0.16947134502924
12243,0.159512240383627
12244,0.611346843639452
12245,0.788863719484383
12246,0.46745
12247,0.325360714285714
12248,0.464693148184581
12249,0.384219806122523
12250,0.273969047619048
12252,0.305340152713238
12253,0.454347335312497
12255,0.19779838327873
12257,0.275705957049487
12259,0.33634072209101
12262,0.0872863507557794
12263,0.739716773348546
12264,0.713512171529854
12265,0.80543732256254
12266,0.1769235993151
12267,0.297842765567766
12268,0.438323833961401
12270,0.458182142455904
12271,0.830435860610287
12272,0.296009734424878
12274,0.404989804391028
12275,0.22681993554411
12277,0.313276025780141
12278,0.177251179167455
12279,0.195874974219025
12280,0.29449326861014
12281,0.263345432498346
12282,0.19779838327873
12283,0.36940949837732
12284,0.196544741614249
12285,0.281306271910368
12286,0.29671771909872
12287,0.257519782374488
12288,0.33637134502924
12289,0.37290473874487
12291,0.330110718954249
12293,0.290803678617489
12294,0.217385937174206
12295,0.540206398954641
12296,0.137674591160935
12297,0.353367138090971
12298,0.291792735042735
12299,0.443139708129127
12300,0.118247235819973
12302,0.172992362812485
12303,0.512483052301889
12304,0.326050770512522
12305,0.47693402267667
12306,0.146090996668115
12307,0.173196439517826
12308,0.786629610872219
12310,0.828083823326432
12312,0.295644497602426
12313,0.100254845449627
12314,0.184092116902815
12317,0.151048622313117
12320,0.143117791874721
12321,0.22802211954712
12322,0.828083823326432
12323,0.309232604327384
12324,0.53481381068678
12327,0.30437369397888
12328,0.0957280880612179
12330,0.0994583236430605
12332,0.825274299516908
12333,0.233688183001994
12334,0.18491278008955
12335,0.266549157946991
12336,0.152606656252244
12338,0.203538083165284
12339,0.294555957049487
12340,0.783324813055657
12341,0.261191397800312
12342,0.423669737125619
12343,0.229285336450869
12344,0.292638018682909
12345,0.214727093136768
12346,0.422267740107296
12349,0.164427651932263
12350,0.396116251722134
12351,0.101328580612193
12352,0.481882548903522
12353,0.792263487437092
12354,0.800158426501035
12356,0.373584798534798
12357,0.33454083356116
12358,0.239972093497382
12361,0.478317916685592
12363,0.106236265181178
12364,0.23737286938095
12365,0.168868836678712
12366,0.439389590303959
12367,0.281306271910368
12368,0.466769325262406
12370,0.195526852940915
12371,0.155830711837396
12372,0.137035654572048
12374,0.809418400292827
12378,0.280838796223817
12380,0.396045297013852
12381,0.378331020773488
12382,0.148587090447788
12383,0.18066603951604
12387,0.23598312470281
12389,0.270946270911751
12390,0.15148195564645
12391,0.362017498335371
12392,0.816958426501035
12393,0.318504483368294
12395,0.10801824288862
12396,0.327960294322046
12397,0.178508846153846
12398,0.333282690348867
12400,0.284144004060955
12402,0.191690001460377
12403,0.394346399003327
12404,0.100055650704073
12406,0.601738445845374
12408,0.374787148310238
12409,0.242838985208036
12411,0.282897247137108
12412,0.121528400608432
12413,0.65509851978272
12414,0.141038008100568
12417,0.149096205033876
12418,0.210573489097113
12421,0.220289922715515
12422,0.0771492386145372
12423,0.13268195564645
12424,0.0844038894812009
12425,0.106236265181178
12426,0.293966993464052
12427,0.0840740658660573
12428,0.232539765706716
12429,0.315417855914296
12431,0.409664840292502
12432,0.819177474120083
12434,0.423187188349285
12436,0.269199298950821
12438,0.148623683267959
12440,0.232130245488225
12444,0.379422739990899
12445,0.203225833187826
12446,0.164339602478585
12447,0.385879732336661
12450,0.235741179082356
12451,0.115451986574411
12453,0.0811086513859628
12454,0.146438938819433
12455,0.273454205364199
12456,0.77355672308115
12457,0.138428490021189
12458,0.0895369878989978
12460,0.190598844923768
12461,0.782418373681035
12462,0.139975081160669
12463,0.317759935276807
12464,0.200877938727939
12465,0.155771743792119
12467,0.768284555927165
12469,0.124509150795571
12470,0.171367845834121
12471,0.572453096602702
12472,0.263673536193935
12473,0.188710762766645
12475,0.343996319685663
12476,0.138503652589241
12477,0.184722508819854
12478,0.245339581913109
12479,0.528663874286031
12480,0.374061110450454
12481,0.390787300926645
12482,0.183255684708293
12483,0.336033544257953
12484,0.241535632723424
12485,0.188722508819854
12486,0.377315166236452
12487,0.391200220409527
12488,0.219281841683618
12489,0.146432369885621
12490,0.54162411962451
12491,0.521194058588892
12492,0.407488306797158
12493,0.589347560787228
12495,0.09585196666881
12496,0.275016893455129
12498,0.828640966183575
12499,0.311069454704598
12500,0.258454360661215
12501,0.214077400198593
12502,0.509541206931481
12503,0.203468501689694
12504,0.524165277375786
12505,0.304099937588989
12506,0.216210733531926
12507,0.550601467731923
12508,0.224419606078066
12509,0.256097589271343
12510,0.372979751448306
12511,0.168992784759854
12512,0.349729659128341
12514,0.311094133225552
12516,0.236402200014486
12517,0.370807699404139
12518,0.269809028252449
12519,0.286235975075836
12520,0.289373655741815
12522,0.265537873968137
12523,0.188565789473684
12524,0.277060681439846
12525,0.209145467243455
12526,0.384239153239187
12527,0.184278777634948
12528,0.459491181694123
12529,0.318266636957813
12531,0.241481274228979
12532,0.223322759303035
12533,0.162929736892263
12534,0.471672221251337
12536,0.237216288831822
12537,0.181724037414702
12538,0.15381566187636
12539,0.16793113751835
12540,0.282468675708536
12541,0.113091656976394
12542,0.179683872513071
12543,0.469549783482238
12544,0.161028978786117
12545,0.19552181266446
12546,0.195300583532395
12547,0.314912785107122
12548,0.204511875538627
12549,0.210430729926574
12550,0.315192433727114
12551,0.486668461168461
12552,0.123163095715833
12553,0.386679459242974
12554,0.304282985475196
12555,0.641703225663226
12556,0.595923211233211
12557,0.140409523809524
12558,0.522517650610259
12559,0.804225187517796
12560,0.514826876500406
12563,0.65954202020202
12564,0.71184974025974
12565,0.271783625307155
12568,0.743426896919505
12569,0.658219354461963
12570,0.679073605283605
12573,0.801154397197006
12574,0.288902895058158
12575,0.34813670153376
12576,0.358652129973925
12578,0.571985567809097
12579,0.496694923337532
12580,0.366446125909641
12581,0.804225187517796
12582,0.54211977436938
12583,0.542337802613224
12584,0.567367616827617
12585,0.432189816412304
12586,0.824110108152717
12587,0.528083384060266
12588,0.658926491286492
12590,0.567367616827617
12591,0.606652572031366
12593,0.132372913313203
12594,0.579685905364699
12595,0.777739739632348
12596,0.742364188192982
12599,0.666620504680505
12600,0.335851458019105
12603,0.267225541125541
12604,0.125163095715833
12605,0.824110108152717
12606,0.804225187517796
12607,0.308472044520726
12608,0.717169891884715
12609,0.202964525996286
12610,0.199610091248621
12611,0.799537885930495
12612,0.763812178304787
12613,0.15655787079208
12618,0.160645195416898
12619,0.539803154104211
12621,0.739926896919506
12622,0.259374079429343
12624,0.197576757915287
12626,0.281196172288383
12627,0.487062126218008
12628,0.340358162208162
12630,0.299355277949617
12631,0.199628988958724
12632,0.195167054268376
12633,0.0840740658660573
12635,0.740762805094578
12636,0.425773441558442
12637,0.264643145743146
12638,0.478268720864245
12641,0.432021913406511
12642,0.316778785893336
12643,0.706221088838697
12646,0.276516459466459
12651,0.283696314413066
12652,0.178000597488811
12653,0.727594645837255
12654,0.24655149077502
12655,0.513810385852853
12656,0.479060375097864
12657,0.437711930351349
12658,0.390787300926645
12659,0.180414194139194
11863,0.2852
11864,0.374166666666666
11866,0.450633333333333
11867,0.364766666666667
11868,0.430433333333333
11870,0.350933333333333
11872,0.3801
11873,0.397966666666667
11876,0.384666666666666
11882,0.331733333333333
11887,0.4811
11890,0.430966666666666
11894,0.489966666666666
11896,0.398333333333333
11899,0.357033333333333
11901,0.3944
11905,0.303333333333333
11908,0.391266666666666
11910,0.2503
11915,0.4468
11919,0.305981818181818
11921,0.2919
11926,0.4034
11934,0.3584
11938,0.3631
11943,0.322533333333333
11944,0.778666666666667
11951,0.416733333333333
11959,0.790333333333333
11960,0.833433333333333
11962,0.3497
11965,0.416733333333333
11966,0.8565
11970,0.783833333333333
11975,0.8831
11977,0.833933333333333
11982,0.813333333333333
11986,0.346866666666667
11996,0.773466666666667
12003,0.940166666666667
12014,0.549833333333333
12024,0.351366666666667
12025,0.969433333333333
12029,0.403233333333333
12031,0.812911904761905
12035,0.274766666666667
12038,0.384633333333333
12044,0.787266666666667
12050,0.3822
12054,0.305981818181818
12057,0.363033333333333
12058,0.378766666666667
12063,0.328233333333333
12077,0.297733333333333
12078,0.347766666666667
12080,0.470566666666667
12083,0.934933333333333
12084,0.918466666666667
12087,0.923433333333334
12088,0.301466666666667
12089,0.780666666666667
12093,0.351533333333333
12097,0.7623
12098,0.302233333333333
12100,0.2933
12101,0.347766666666667
12120,0.421033333333333
12124,0.8866
12131,0.398466666666666
12132,0.352566666666667
12133,0.4351
12136,0.716233333333333
12137,0.471933333333333
12140,0.532766666666667
12141,0.3313
12146,0.961238888888889
12148,0.376166666666666
12149,0.966
12152,0.933766666666667
12153,0.3131
12156,0.8766
12158,0.513666666666666
12159,0.298666666666667
12163,0.4205
12169,0.622466666666667
12170,0.417266666666667
12171,0.3394
12172,0.933766666666667
12173,0.853133333333333
12176,0.5428
12178,0.344933333333333
12181,0.887833333333333
12186,0.303966666666667
12195,0.323966666666667
12198,0.450233333333333
12204,0.334466666666667
12209,0.320966666666667
12210,0.2965
12213,0.936566666666667
12216,0.313433333333333
12221,0.778366666666667
12223,0.420733333333333
12231,0.808933333333334
12232,0.918766666666667
12233,0.5803
12236,0.5402
12240,0.9636
12251,0.4093
12254,0.937066666666667
12256,0.3845
12258,0.471533333333333
12260,0.906225396825397
12261,0.282433333333333
12269,0.300766666666667
12273,0.3252
12276,0.340733333333333
12290,0.398066666666667
12292,0.310833333333333
12301,0.252933333333333
12309,0.368533333333333
12311,0.43
12315,0.345066666666667
12316,0.325433333333333
12318,0.344333333333333
12319,0.349
12325,0.265733333333333
12326,0.3375
12329,0.3579
12331,0.335066666666667
12337,0.232566666666667
12347,0.307066666666667
12348,0.938425396825397
12355,0.5061
12359,0.408933333333333
12360,0.28
12362,0.354
12369,0.403466666666666
12373,0.2275
12375,0.3684
12376,0.359033333333333
12377,0.347866666666667
12379,0.3401
12384,0.4037
12385,0.445666666666667
12386,0.322866666666667
12388,0.235666666666667
12394,0.363833333333333
12399,0.3102
12401,0.313866666666667
12405,0.4369
12407,0.408933333333333
12410,0.3616
12415,0.428533333333333
12416,0.378366666666667
12419,0.434233333333333
12420,0.323333333333333
12430,0.3285
12433,0.369366666666667
12435,0.4347
12437,0.287033333333333
12439,0.5155
12441,0.306766666666666
12442,0.339433333333333
12443,0.406666666666667
12448,0.937666666666667
12449,0.396133333333333
12452,0.265466666666667
12459,0.302
12466,0.437233333333333
12468,0.298166666666667
12474,0.391766666666667
12494,0.413266666666667
12497,0.353366666666667
12513,0.433566666666666
12515,0.342133333333333
12521,0.355266666666667
12530,0.4262
12535,0.415966666666667
12561,0.374566666666666
12562,0.364233333333333
12566,0.940766666666667
12567,0.9447
12571,0.871628571428571
12572,0.865128571428571
12577,0.888028571428572
12589,0.5249
12592,0.703351587301588
12597,0.94635873015873
12598,0.354033333333333
12601,0.738633333333333
12602,0.560066666666667
12614,0.403
12615,0.373633333333333
12616,0.541266666666667
12617,0.280933333333333
12620,0.429933333333333
12623,0.9486
12625,0.406533333333333
12629,0.330866666666667
12634,0.404033333333333
12639,0.83025634920635
12640,0.3444
12644,0.393433333333333
12645,0.444333333333333
12647,0.442833333333333
12648,0.788
12649,0.7826
12650,0.562133333333333
